"gene_symbol","tissue","baseMean","log2FoldChange","pvalue"
"SLC4A4","SPLEEN",2.36574524242199,0.828188974461544,0.387457280760382
"SLC38A6","SPLEEN",0.952618840449084,1.49391248607254,0.390117464323144
"SLC30A4","SPLEEN",1.16886902784176,1.13220211234447,0.390604734049185
"SLC23A1","SPLEEN",1.70017799074088,-0.755281128358045,0.393086643283095
"SLC22A18","SPLEEN",1.3648369315657,0.966820533987893,0.393116848877415
"SLC36A4","SPLEEN",1.19836050715754,1.08857376243977,0.40335277374931
"SLC2A8","SPLEEN",1.21095240557168,1.07384171038597,0.406011074852645
"SLC39A4","SPLEEN",0.81748117288429,1.90378396197528,0.407365847114777
"SLCO5A1","SPLEEN",0.81748117288429,1.90378396197528,0.407365847114777
"SLC25A51","SPLEEN",1.7445818921063,0.79552476909472,0.407772594749786
"SLC25A17","SPLEEN",1.60547562188338,0.807538375902108,0.414122192580296
"SLC25A46","SPLEEN",1.46502044462435,0.869950444538086,0.41458123415525
"SLC1A3","SPLEEN",1.61875980512224,0.8521108142053,0.418435215538693
"ABCB8","SPLEEN",1.9508752036177,0.726624468997328,0.430859316392527
"ABCC3","SPLEEN",3.02370846603471,0.522151469822246,0.43551711563063
"SLC13A3","SPLEEN",1.43707850024599,-0.847418765288517,0.436362165093382
"SLC1A1","SPLEEN",1.31358973117071,0.897684659940058,0.437364569897916
"SLC10A2","SPLEEN",1.18045109904917,1.03218970575082,0.437657567352675
"ABCB7","SPLEEN",1.42720259296435,0.830651339669119,0.440358675405784
"SLC35B3","SPLEEN",1.42720259296435,0.830651339669119,0.440358675405784
"SLC35F2","SPLEEN",0.914800988789092,1.41862825695973,0.44107356024147
"SLC51A","SPLEEN",0.914800988789092,1.41862825695973,0.44107356024147
"SLC25A27","SPLEEN",1.58024966863752,0.756094742030912,0.44158567910187
"SLC46A1","SPLEEN",1.5511440975816,-0.736835699141021,0.443310458891936
"SLC35A2","SPLEEN",1.16054265549755,1.02611812632484,0.443741062533525
"SLC25A15","SPLEEN",1.32618162958485,0.878300975289823,0.443759886079595
"SLC2A11","SPLEEN",1.75084448995022,-0.657227919899614,0.451996348774782
"SLC15A4","SPLEEN",1.74941741331365,0.725660075753021,0.453707496593714
"SLC10A7","SPLEEN",1.14564211003915,1.01158120460292,0.457185517222287
"SLC35D2","SPLEEN",1.14564211003915,1.01158120460292,0.457185517222287
"SLC25A42","SPLEEN",1.16838703935488,0.999945472931519,0.457455303833422
"SLC38A5","SPLEEN",1.14063421194593,1.01242283723129,0.461127086464754
"SLC51B","SPLEEN",1.14063421194593,1.01242283723129,0.461127086464754
"ABCC2","SPLEEN",1.36151845731471,0.830221423602152,0.469448260087852
"SLC52A3","SPLEEN",0.896891580680721,1.36807109048675,0.469848554904405
"SLC7A7","SPLEEN",2.59024340460278,-0.591990558315862,0.477165584476314
"SLC16A14","SPLEEN",1.40929318485598,0.772712400309563,0.477617956665019
"SLC38A9","SPLEEN",1.40929318485598,0.772712400309563,0.477617956665019
"SLC35E4","SPLEEN",1.14263324738918,0.967826570466146,0.478446582464749
"SLC38A7","SPLEEN",1.14263324738918,0.967826570466146,0.478446582464749
"SLC30A6","SPLEEN",1.15522514580331,0.955011171923221,0.482862776773819
"SLC25A11","SPLEEN",1.51193051045502,0.695719338038758,0.488606343454438
"ABCB4","SPLEEN",1.02208651368177,1.16635085441341,0.488957232335153
"SLC4A3","SPLEEN",1.12773270193078,0.954181849338347,0.49190528653366
"SLC14A1","SPLEEN",0.878982172572349,1.31645717950148,0.499320938092448
"SLC35E3","SPLEEN",0.878982172572349,1.31645717950148,0.499320938092448
"SLC4A11","SPLEEN",1.76739428497427,-0.591218369974853,0.50122614977185
"SLC12A4","SPLEEN",3.0600345020011,0.424277845975481,0.511090272493675
"ABCA4","SPLEEN",0.880981208015598,1.2973173204488,0.512420326928495
"SLC13A1","SPLEEN",0.994211396585523,1.07385515816964,0.513125883608657
"SLC13A5","SPLEEN",1.54443085242078,0.653050795751586,0.513359745433887
"SLC27A1","SPLEEN",1.37147533319599,0.723894874466708,0.515141866544248
"SLC18B1","SPLEEN",1.39138377674761,0.712250888657789,0.517818969201877
"SLC38A3","SPLEEN",1.00880233044291,1.04310350998976,0.521674206306425
"SLC15A1","SPLEEN",0.991585207159261,1.10337540830158,0.525898825859026
"SLC22A8","SPLEEN",1.35396694497486,-0.728046488386537,0.52878172190442
"SLC34A1","SPLEEN",1.35396694497486,-0.728046488386537,0.52878172190442
"SLC9B2","SPLEEN",0.861072764463978,1.26377541231571,0.529417212176108
"SLC26A11","SPLEEN",1.50661300076078,0.619996659215486,0.538356959291107
"SLC6A20","SPLEEN",1.86638009052827,0.551087312430515,0.538522235471281
"SLC6A9","SPLEEN",1.34097402667348,0.688383872950766,0.540581074050637
"MCT7","SPLEEN",1.07732295185666,0.889792270552217,0.541265434316456
"SLC25A16","SPLEEN",1.10681443117243,0.846417493392052,0.552372025834871
"SLC2A2","SPLEEN",1.12672287472405,0.857562846023427,0.553076447603257
"SLC6A12","SPLEEN",1.11940632958657,0.833946340855642,0.557968937663281
"SLC25A40","SPLEEN",0.843163356355606,1.21005078641109,0.560098160772043
"SLC4A9","SPLEEN",0.843163356355606,1.21005078641109,0.560098160772043
"SLCO2A1","SPLEEN",2.05815189540378,0.531141348937962,0.560192101911578
"SLC17A5","SPLEEN",1.37347436863924,0.649247430662706,0.560947413316433
"ABCG2","SPLEEN",1.78817348368598,0.538739665272739,0.562124084091186
"SLC7A8","SPLEEN",1.51920489917492,0.589559237720732,0.562567919171512
"SLC35B1","SPLEEN",1.08690598762081,0.833544831794592,0.565977312568677
"SLC22A5","SPLEEN",2.24953918463228,0.515068021738144,0.56817044647852
"SLC39A3","SPLEEN",1.05941354374828,0.829330293324919,0.576809501538827
"SLC25A13","SPLEEN",1.48870359265241,0.564573200051323,0.578717887429911
"SLC30A1","SPLEEN",1.48870359265241,0.564573200051323,0.578717887429911
"SLC35C1","SPLEEN",1.32306461856511,0.626494635567485,0.582175020661974
"SLC35D1","SPLEEN",1.88033160202672,0.475547693571345,0.584774249094659
"SLC27A3","SPLEEN",1.24195209873723,0.67523818437984,0.585200247035415
"ABCG8","SPLEEN",0.727934132342433,1.66285959962216,0.585321523172145
"SLCO4A1","SPLEEN",1.30315617501349,0.625983267728735,0.589452324939342
"SLC19A3","SPLEEN",0.825253948247235,1.15539416671991,0.591400062800345
"SLC19A1","SPLEEN",1.43829384257829,0.55154269733851,0.59482964632585
"SLC35E2B","SPLEEN",3.06828926585092,0.338228650903109,0.596024721901617
"ABCC6","SPLEEN",1.25454399715136,0.653276300925191,0.596066227513937
"SLC17A9","SPLEEN",1.33565651697925,0.599711552896553,0.598564927637442
"SLC22A17","WAT",2.28236542340611,-0.221711128880497,0.785317402407294
"SLC13A2","LUNG",1.20787329859583,3.39634946523052,0.0211331358716976
"SLC5A1","LUNG",1.3914572804478,2.83351928200788,0.0336002647131244
"SLC22A1","LUNG",2.17757091974352,2.76094910630865,0.0379988821466799
"SLC22A12","LUNG",1.47439742199501,3.0096107699157,0.0391881523843555
"SLC5A12","LUNG",1.8566467969271,2.68593946073255,0.0412985255509479
"SLC9A3","LUNG",2.78422933715054,2.120664622007,0.041525019398079
"SLC6A18","LUNG",1.15791760754722,3.33865509905107,0.0432891798800943
"SLC12A1","LUNG",1.29968442038155,2.76561223553926,0.0693734502671869
"SLC27A5","LUNG",2.28937871575538,3.52127832415017,0.0747474331889973
"SLC16A9","LUNG",1.53821764058143,2.23214974305885,0.0774922459415215
"SLC25A15","LUNG",2.11889468904162,2.04831141434898,0.0794468939805162
"SLC44A1","LUNG",3.39474876874475,1.37674913307574,0.0819536046739127
"SLC20A1","LUNG",3.53126016252192,1.34594013990615,0.0848291321669351
"SLC10A1","LUNG",2.20444027943328,2.01683168493465,0.0849082084645881
"SLC2A2","LUNG",1.69511309509801,2.25939152542496,0.0856379944756717
"SLC15A2","LUNG",1.49621550258349,2.1950706914401,0.0859808905262561
"ABCC2","LUNG",2.12370902851511,2.00606575979787,0.0959019772690876
"SLC1A1","LUNG",1.1164958479422,2.41914138876488,0.096111657631681
"SLC22A18","LUNG",1.92590587190095,1.88238079162116,0.0972090026335866
"SLC39A14","LUNG",5.12255349838847,1.22862367008596,0.10090296607475
"SLC7A5","LUNG",1.97038995264086,1.90075971011124,0.102311736546007
"SLC4A2","LUNG",3.30427789645104,1.26566097216443,0.107009210657156
"SLC9A2","LUNG",1.42536989390668,2.124055884631,0.110354122912437
"SLC22A2","LUNG",0.845131600248442,2.83178902203518,0.111241153131606
"SLC37A4","LUNG",3.84091075851406,1.21820458395929,0.112239116694266
"SLC16A5","LUNG",1.83390330253382,1.80719488780155,0.112749344820887
"SLC7A8","LUNG",1.88542266305784,1.89722380110822,0.113132269446394
"SLC16A12","LUNG",2.42489763224031,1.77845005319606,0.114846984750119
"SLC6A12","LUNG",0.95728498346938,2.84098371238954,0.119214699590875
"SLC7A9","LUNG",0.806495723993853,2.75379808286869,0.119946326340966
"SLC2A5","LUNG",1.05246667366237,2.30541932296686,0.12463441444923
"SLC27A2","LUNG",1.15913078586343,2.52207309825123,0.129081025561808
"SLC31A1","LUNG",2.11920146712258,1.57426957829485,0.131644715254311
"SLC17A1","LUNG",0.920815212370281,2.92087424502259,0.132790462963592
"SLC34A2","LUNG",2.32798779628059,3.61478478138377,0.143892857624056
"SLC39A9","LUNG",2.72610864624073,1.23293106061856,0.15215355446583
"SLC5A2","LUNG",0.810999873470087,2.7633520350397,0.156256397408376
"SLC3A2","LUNG",3.81733467729254,1.03430923470647,0.15726713849845
"SLC23A2","LUNG",2.80280243398176,1.20959954041435,0.162112151502386
"SLCO1B3","LUNG",1.20886713520391,2.37933173443278,0.165113918128163
"SLC12A3","LUNG",1.64758295521582,1.77427494460649,0.165700605478221
"SLC34A3","LUNG",1.70171826703646,1.66109702983796,0.166519113087982
"ABCA1","LUNG",5.86706934613104,1.0266548677347,0.168919673889925
"SLC12A2","LUNG",2.41206853064808,1.36950899556333,0.169223855207442
"SLC22A6","LUNG",0.829812723787785,2.81139064206249,0.175815562650521
"SLC25A47","LUNG",3.14280173363358,1.34487324554115,0.180737441204859
"ABCB4","LUNG",1.08669097074739,2.21696584057362,0.181391421125948
"SLC6A17","LUNG",1.25225829692016,1.7903425572436,0.18335426042233
"SLC51A","LUNG",1.24040255917344,1.7905752051205,0.184849984280587
"SLC45A4","LUNG",2.36557486647563,1.26112551595179,0.189824110045938
"ABCB10","LUNG",1.58799578922611,1.52201396437941,0.19326819300873
"ABCA3","LUNG",2.84444052380568,1.2334884846043,0.19459725595515
"SLC38A3","LUNG",2.30344437895041,1.45884732190159,0.200241820078278
"SLC39A7","LUNG",2.71855707197468,1.14171152116356,0.201269208496254
"SLC46A3","LUNG",2.88618322158317,1.04871475827791,0.202666811777683
"SLC26A7","LUNG",0.920582834811208,2.17198976381198,0.20533884860207
"SLC9A3R1","LUNG",4.39058808186814,0.826330603984652,0.206474605554529
"ABCA12","LUNG",0.999088004798294,2.22359639412355,0.213662498629504
"ABCG2","LUNG",1.92203995414863,1.33648615694196,0.214648553603664
"SLCO2B1","LUNG",3.23832306208905,1.07220440722078,0.219519618824939
"SLC7A1","LUNG",3.09774640542756,1.03207506397144,0.221684543669009
"SLC35D1","LUNG",2.71789133390291,1.00873903523382,0.227901593850168
"SLC38A2","LUNG",5.61357616530574,0.892005660166636,0.234769979834893
"SLC7A2","LUNG",2.98330110529364,1.16604048651942,0.238282020804678
"SLC27A4","LUNG",2.19696853080313,1.14089470982539,0.242256419803731
"SLC5A8","LUNG",0.6649595795946,2.45920572564646,0.245785481534242
"SLC15A4","LUNG",1.85524760135572,1.22916279830379,0.248278371089602
"SLC18B1","LUNG",1.12711912734521,1.60819485931085,0.253689176019916
"ABCB11","LUNG",1.37582765528276,3.47939819838933,0.25415221475149
"SLC25A24","LUNG",1.78496702924795,1.22112320030571,0.259324218732313
"SLC26A6","LUNG",1.53586504205864,1.32808768695712,0.26027127348795
"SLC19A3","LUNG",0.645641641467305,2.41017227266285,0.262718692674122
"SLC25A5","LUNG",3.60107082648831,0.761144083021983,0.266484289536741
"ABCA2","LUNG",4.12614438471261,0.800654926998931,0.266994130408266
"SLC5A9","LUNG",0.804287805411573,1.86328056825315,0.276348957453555
"SLC38A4","LUNG",1.64535723734137,1.36155685336823,0.279258059801338
"SLC25A25","LUNG",2.15926924237671,1.08068418536244,0.285954934414543
"SLCO4C1","LUNG",1.0776685241062,1.54370140646288,0.286029213501376
"SLC5A11","LUNG",0.623420958490715,2.35728400700426,0.293628599509224
"SLC6A20","LUNG",3.00569592683026,0.832859730429923,0.295835024553109
"SLC30A7","LUNG",1.77311017966345,1.07525539295525,0.317164006657751
"SLC10A7","LUNG",1.04643954217714,1.46138012372366,0.317275548230166
"SLC14A1","LUNG",0.585795257855318,2.19704540945922,0.31769786318142
"SLC17A4","LUNG",0.653566887842029,2.36122536309412,0.31943703008955
"SLC25A48","LUNG",0.653566887842029,2.36122536309412,0.31943703008955
"SLC5A3","LUNG",2.98486531474172,0.796606171736887,0.323717054586806
"SLC2A13","LUNG",1.3435461124426,1.23873857804036,0.326699004527655
"SLC35A2","LUNG",1.01920962191472,1.43743132635171,0.332206810532321
"SLC13A4","LUNG",0.760683621848815,1.71343256900322,0.333496905769559
"SLC43A2","LUNG",6.2841499308612,0.628512811106823,0.334391361328284
"SLC4A3","LUNG",2.09046058453499,-0.990424819160124,0.335163822413782
"SLC26A11","LUNG",1.30407305379758,1.2035257546942,0.335446610423755
"ABCB6","LUNG",1.70870221967064,1.05035763360228,0.343041508322529
"SLC25A33","LUNG",1.00439583326366,1.4055925705569,0.344906929947951
"SLC27A3","LUNG",1.04084160435073,1.38985568559563,0.34596405411514
"SLC16A6","LUNG",2.18188024709248,0.913774510220231,0.347269516211816
"SLC6A19","LUNG",0.750333052696326,1.75609715793881,0.349665314209941
"SLC9A3R2","LUNG",3.04483948036199,0.771021379273598,0.354476772446724
"SLC25A4","LUNG",6.33110942765817,-0.741782149217268,0.356546034481714
"SLC30A2","LUNG",0.570476381394661,2.19168601308033,0.358799339510817
"SLC6A14","LUNG",0.787367524323976,1.85137044117265,0.360737059580598
"SLC4A7","LUNG",3.56166813542409,0.715721605805569,0.362136837484134
"SLC16A4","LUNG",0.989582044612598,1.37247393331317,0.365174792383451
"ABCF1","LUNG",3.34032879662376,0.68894264546209,0.374436357351404
"SLC48A1","LUNG",2.73789292588975,-0.6805755556732,0.378463648316494
"SLC41A2","LUNG",1.65586028069966,0.928403835692089,0.388510743128739
"SLC22A23","LUNG",3.70657236683135,0.587063014103526,0.389369226552425
"SLC6A6","LUNG",2.92904565853443,0.734148196555542,0.391965387336538
"SLC25A40","LUNG",0.97817608862043,1.28857668485409,0.394821348386053
"ABCC5","LUNG",3.56388736082025,0.648953868802348,0.397806162714136
"SLC25A27","LUNG",1.6410464920486,0.905468864399751,0.399629168370104
"SLC23A3","LUNG",0.562564399259534,2.19762189636178,0.401648311417441
"SLC30A9","LUNG",2.24373200857927,0.781005301801082,0.404279340750864
"SLC13A5","LUNG",2.11776038243934,0.859096215986913,0.405453386900021
"SLC25A13","LUNG",1.91148353591627,0.836481099656259,0.40668878465798
"SLC30A10","LUNG",0.707233956943165,1.55065702953277,0.409013072787114
"SLC25A26","LUNG",2.2237539532339,-0.73726881570191,0.40930072794446
"SLC7A6","LUNG",2.41155027240876,-0.684007219940938,0.417973127227047
"SLCO4A1","LUNG",0.943539274032478,1.24462792757632,0.418681973157666
"SLC39A13","LUNG",2.52888721119527,-0.653174524395676,0.419131231953864
"ABCD3","LUNG",2.73856332573449,0.665851200698767,0.425860250448028
"SLC25A17","LUNG",1.87488558180358,0.800377780811139,0.428386231867509
"SLC5A6","LUNG",3.85905115141976,0.533912532434074,0.432896311581876
"SLC35F2","LUNG",1.26719082798707,1.00049267167798,0.435294170087971
"SLC38A7","LUNG",1.32655548286361,0.979659919271851,0.438732326098665
"SLC43A3","LUNG",1.96358907512601,0.844951853628239,0.439192674009058
"SLC1A4","LUNG",0.931628230230713,1.20474951408357,0.441517149836747
"SLC38A9","LUNG",1.91093819110029,0.756559558778508,0.453659417601172
"SLC22A7","LUNG",0.710205272087097,1.5052781701145,0.458303377983603
"SLC39A4","LUNG",0.51942437352871,2.06639284394177,0.458663833226748
"SLC35B4","LUNG",2.33213039375598,-0.64654222724899,0.461044312204465
"ABCB1","LUNG",2.63964181251351,0.647157811852175,0.462122246354127
"ABCA5","LUNG",2.12561152575359,0.718724017494765,0.464079519860245
"SLC8B1","LUNG",2.29463993602237,-0.631628424075302,0.467048473600753
"SLC9A6","LUNG",1.5366277910701,0.80981631436674,0.468609897558667
"SLC16A11","LUNG",2.32203709064097,-0.634594639587567,0.469301752192106
"SLC4A8","LUNG",0.928670179326379,1.16934725712382,0.469661028960129
"ABCF3","LUNG",2.48195820818694,0.629612525268049,0.474705451289255
"SLC25A51","LUNG",2.4848886187743,0.649876127113612,0.476514546802277
"SLC25A23","LUNG",1.77983491467535,0.741884250399488,0.478520206884695
"SLC4A9","LUNG",0.657783353704152,1.44638150895715,0.482960351958948
"SLC35B2","LUNG",2.95742738283289,-0.528549182979356,0.484065681830777
"SLC11A2","LUNG",2.36966159290375,0.631337351635372,0.485536565149338
"SLC1A5","LUNG",3.9501057473542,0.454665738930684,0.487651190118403
"ABCC3","LUNG",2.95213927543478,0.552593749392724,0.493418339874905
"SLC35C1","LUNG",1.17785578585899,0.905320065375709,0.494440921076634
"SLC10A2","LUNG",0.643433722885025,1.42591319019614,0.496154422187756
"SLC39A1","LUNG",2.24414772250339,0.666977181419786,0.496512174515651
"SLC35F5","LUNG",2.06481027257745,0.660156904581246,0.504748857664021
"SLC9A1","LUNG",1.81458365528254,0.725825474941909,0.505925463488182
"SLC30A6","LUNG",1.22414703828895,0.853543053094997,0.51173806042596
"SLC36A4","LUNG",1.22414703828895,0.853543053094997,0.51173806042596
"SLC30A4","LUNG",1.45745337449627,0.733643720895607,0.515878914184513
"SLC46A2","LUNG",1.20011739881324,0.881124414312635,0.518204808092844
"SLC51B","LUNG",1.19691711802653,0.837067275179438,0.525211761921966
"SLC12A7","LUNG",4.23405039621006,0.451028125585323,0.526978586403041
"SLC25A22","LUNG",2.19070207536339,0.570222687324839,0.533881787305456
"ABCE1","LUNG",2.04583019018547,0.601598262358736,0.534661715108538
"SLC33A1","LUNG",1.75806401345332,0.640390426890228,0.537305178468842
"SLC39A8","LUNG",2.33977115767441,0.609168571888711,0.542088278405215
"SLC16A10","LUNG",2.34694908635716,0.564081063774954,0.543650309106836
"SLC30A3","LUNG",0.619707871314198,1.31359504121951,0.543940921758541
"SLC35E3","LUNG",0.858915933252807,1.02873375945637,0.549900426095938
"ABCB8","LUNG",1.79167803573266,0.609426127539973,0.55278343564741
"ABCC10","LUNG",3.05878934215756,0.47737509918483,0.555192351360896
"SLC7A11","LUNG",1.12929767106544,0.835231734184576,0.555489419302068
"SLC26A2","LUNG",4.00100848875444,0.42022218160889,0.558991951354464
"SLC36A1","LUNG",2.0537421723206,0.573719113887059,0.559890542757752
"SLC25A10","LUNG",2.47698130195501,0.506770308643946,0.560142686385355
"SLC35A3","LUNG",2.56824258899824,0.477734475456155,0.56150493468742
"SLC41A3","LUNG",2.38060897409381,-0.503535876015879,0.561582784125292
"ABCA4","LUNG",0.848550988022942,0.953937706410786,0.564431748363128
"SLC9A7","LUNG",1.93639083203561,-0.541517313290525,0.56682865185703
"SLC25A6","LUNG",9.85488299634377,0.443871412330646,0.567341220470422
"SLC6A4","LUNG",1.96174255914531,-0.548502153784697,0.569366314125366
"ABCC4","LUNG",2.5278002847117,0.47054509786902,0.573751206314839
"SLC2A11","LUNG",2.05651365417256,0.541587366328298,0.575011993909162
"ABCD4","LUNG",2.12343468482567,0.538933964370784,0.576666138907934
"SLC30A5","LUNG",1.9844685431447,0.542464347548903,0.577010459053066
"SLC25A37","LUNG",2.06065724307613,0.538846613552423,0.577337934675678
"SLC26A1","LUNG",2.03793147228994,0.544373748463105,0.579802537426242
"SLC39A5","LUNG",2.00406385683835,0.557546996470795,0.580558880078481
"SLC4A11","LUNG",2.12180644013553,0.518915288090737,0.585418934459739
"SLC44A3","LUNG",2.3340160986074,0.467822829300491,0.587078238482101
"SLCO2A1","LUNG",2.59557112962009,0.476846865352847,0.589382335280761
"SLC35B1","LUNG",1.69987498146118,0.557005679484861,0.595898538002928
"SLC35A5","LUNG",1.39778683964796,0.636905475217386,0.59675978850537
"SLC45A3","LUNG",1.7220680241208,0.595453550214307,0.600366136336975
"SLC25A36","LUNG",3.8454167204519,0.34327529649951,0.60038934330806
"ABCA6","LUNG",2.35679137287392,0.479883861039802,0.605322670938121
"SLC38A6","LUNG",1.16329047905777,0.682805412651509,0.611917549285515
"SLC3A1","LUNG",1.55701847372739,0.539874154585993,0.613548636972502
"SLC19A2","LUNG",1.38918992093956,0.581623698511679,0.613799119629705
"ABCC1","LUNG",2.60439381865438,0.439714965052527,0.615509121993595
"SLC37A1","LUNG",1.61918213205351,0.544328305094849,0.615702893987641
"SLC19A1","LUNG",1.95033681636634,0.488226332927946,0.616849706014032
"SLC25A3","LUNG",5.2602707276268,0.367628033756226,0.617793595272877
"SLC16A1","LUNG",4.18564446011173,0.350294118948553,0.618799708745048
"SLC35D2","LUNG",1.13606055879535,0.666356090550653,0.623315425867849
"SLC6A8","LUNG",3.63860367448063,0.344685408113579,0.625809660435055
"SLC27A1","LUNG",1.89991206353567,-0.485577698756198,0.629881370176101
"SLC8A1","LUNG",3.78517692294437,-0.365456905038955,0.634578360409458
"ABCG8","LUNG",0.904736813253801,0.856178562044662,0.638856043803013
"SLC35E2B","LUNG",3.75975962320254,0.30825227948103,0.640451270658036
"SLC35B3","LUNG",1.67989977249867,0.481694148524963,0.641688943688828
"SLC52A2","LUNG",1.60470684668796,-0.468943618530168,0.644480576629355
"SLC25A29","LUNG",4.1246217534288,-0.295966076426346,0.647439182689427
"SLC23A1","LUNG",1.81993801115945,0.455361058891369,0.648669377887594
"SLC35E4","LUNG",0.802508217442822,0.779143921311255,0.650427045915629
"SLC6A9","LUNG",1.50637189715889,0.559108064985231,0.651854508217335
"SLC2A1","LUNG",4.05633987627757,-0.289493354165593,0.65332948734017
"SLC29A1","LUNG",3.18006678513388,-0.332409016654178,0.656333605746326
"SLC17A5","LUNG",1.39954049009204,0.509344034449401,0.664364921509431
"SLC9B2","LUNG",1.49805877598616,-0.508316467475088,0.664773960842858
"SLC25A42","LUNG",1.29194289667634,0.527196377350723,0.66642177603919
"SLC29A3","LUNG",1.0482306852615,0.60485215440954,0.667278890366307
"SLC20A2","LUNG",3.11452961077179,-0.312372708512488,0.669684605708489
"SLC2A3","LUNG",3.47100262072284,0.330844198683247,0.674944637912837
"SLC44A2","LUNG",4.08209578533496,0.317078321160724,0.676677797534826
"SLC12A4","LUNG",3.90358533515766,-0.275385897159943,0.678904498801311
"SLC16A3","LUNG",2.39051471570584,-0.351164833262735,0.680971701539679
"SLC25A6","SPLEEN",8.52847923274451,0.199539557771483,0.605311148159672
"SLC22A12","SPLEEN",1.27455653717843,-0.643246548352124,0.607119507670979
"SLC13A4","SPLEEN",1.04150413563991,0.767022600108178,0.613396430723741
"SLC29A3","SPLEEN",1.04150413563991,0.767022600108178,0.613396430723741
"SLC2A12","SPLEEN",1.35840144629498,0.568836117646345,0.616750401930342
"ABCC4","SPLEEN",2.18756473970442,-0.427852404278341,0.620841190177206
"SLC16A4","SPLEEN",0.807344540138863,1.10041512758299,0.624006230382194
"SLCO4C1","SPLEEN",0.807344540138863,1.10041512758299,0.624006230382194
"SLC23A2","LIVER",3.7526832799832,0.21893853541966,0.873747589729276
"SLC25A47","SPLEEN",1.78033273422986,0.452871871332086,0.627921506550303
"ABCA7","LUNG",1.65857157796755,0.433856372127576,0.686362971509471
"ABCB11","LIVER",4.06004704450981,-0.241493904585241,0.878953927481732
"SLC38A1","SKIN",1.81542207345413,-0.479666036558895,0.613851186421509
"SLC30A5","SKIN",1.70003798301762,0.492062548883954,0.617431153917641
"SLC41A2","SKIN",1.23678974177375,0.558954591678457,0.619173997000961
"SLC35E1","SKIN",1.68263411331128,0.485863898371941,0.623661815877024
"SLC12A4","SKIN",3.76695031565564,-0.341904211027071,0.627417723788289
"ABCE1","SKIN",1.45272174398563,0.504296420469114,0.629750598832862
"SLC25A30","SKIN",2.56089529505507,-0.433900192872307,0.633122013502007
"SLC2A6","SKIN",1.50121292843334,0.489172300296761,0.636933553386957
"SLC13A4","SKIN",0.949757092083915,0.594968632495863,0.637093623370214
"SLC26A1","SPLEEN",1.75235466746924,0.445691473254784,0.633951132503332
"SLC4A8","SPLEEN",0.922573764152037,0.866241444073802,0.634777382485251
"SLC5A6","SKIN",3.91309245606914,0.333487716901586,0.640966789202351
"SLC37A3","SKIN",1.42401605378063,0.484449550205515,0.643324146234151
"MCT7","LUNG",1.06354956172216,0.593236464543688,0.692321091831121
"ABCB7","LUNG",1.97307585139213,0.382528799105002,0.69758884916902
"SLC12A6","LUNG",3.79394324411965,0.254656034670313,0.69774912322085
"SLC5A6","WAT",4.1744227220345,-0.211826155634121,0.796087245817666
"SLC35E2B","WAT",4.082563784817,-0.20468108317011,0.797212491951875
"SLC22A17","LUNG",1.61404724022126,-0.376646192696851,0.705547550699249
"SLC5A10","LUNG",1.96404071237645,0.369655787837637,0.706156059146326
"SLC50A1","LUNG",1.0289127471342,0.537873623517714,0.70759417116667
"SLC6A20","WAT",3.05666798517483,0.222030192974683,0.805879502981947
"SLC46A2","SPLEEN",1.31774710887088,0.533304310887544,0.644354244344972
"SLC7A6OS","WAT",1.54183562647608,-0.237968672137037,0.812640794193192
"SLC25A47","WAT",1.72099735551212,0.22258630566481,0.815416686316542
"SLC7A6","WAT",2.41949597498371,0.189955213628232,0.821940409057462
"SLC26A3","WAT",2.61648924112382,0.394380592392127,0.827816413562212
"SLC35A3","WAT",2.42879728179397,-0.176614447877879,0.832751072403077
"SLC2A4RG","WAT",2.85537752644282,0.183708424844494,0.832798484815055
"SLC31A2","WAT",1.79855156360311,-0.18128566387612,0.834050049941199
"SLC2A6","WAT",2.10079669121466,-0.180824042330343,0.834091511462346
"SLC25A36","WAT",3.91330616087695,0.166315842981137,0.840040234906242
"SLC39A6","WAT",2.33070005761456,-0.165974950739669,0.840902308519497
"SLC12A4","WAT",3.73585237354223,-0.166372102953937,0.841072732085785
"SLC25A44","LUNG",1.93103214247864,0.354434557420618,0.720247091527802
"SLC27A6","LUNG",1.34815638764527,0.416518542497742,0.722606850731034
"SLC25A11","LUNG",2.48919958612404,-0.311706705228452,0.72772394429003
"SLC2A4RG","LUNG",2.5874608037721,-0.277140131403414,0.728350781522816
"SLC30A1","LUNG",1.9675747905363,0.354685627607868,0.731792094878965
"SLC15A1","LUNG",0.750563721131408,0.635457696966413,0.732119867525338
"SLC7A6OS","LUNG",1.43175198190223,-0.362296520895169,0.738914000590308
"SLC52A3","LUNG",0.982420194799526,0.517288231656037,0.740921839128592
"SLC37A3","LUNG",1.59181329300507,0.343767385960166,0.743554125926371
"SLCO3A1","LUNG",2.31425591607551,-0.304063176735605,0.74592590055668
"SLC22A5","LUNG",2.43122385831482,0.268768561102702,0.747573615075336
"SLC50A1","SPLEEN",1.02359472753154,0.702811735620275,0.650876166486177
"SLC2A5","SPLEEN",1.25937951835872,0.575451637009551,0.652006035680963
"SLC38A1","SPLEEN",1.79410303573585,0.392818825382066,0.656429680980117
"SLC13A2","SPLEEN",1.26497350141427,-0.522574571519623,0.663733386330573
"SLC34A2","SPLEEN",1.22327279690807,-0.600846873006528,0.665682126599507
"SLC22A3","SPLEEN",1.28724580234837,0.49395700066427,0.6733010737018
