Tissue,Gene,baseMean,log2FoldChange (HFHS/Ct),lfcSE,stat,pvalue,padj,score
Liver,SLC6A2,0.953494909,1.412443825,1.715921408,0.823140162,0.410428292,NA,NA
KidneyMedulla,SLC6A2,0.768701073,-2.107442637,2.44731525,-0.861124302,0.389169586,NA,NA
LgIntestine,SLC6A2,0.852935461,2.096446408,2.154493747,0.973057551,0.3305247,NA,NA
Spleen,SLC6A2,3.6866523,-2.998267612,1.922216471,-1.559797066,0.118807845,NA,NA
SmIntestine,SLC6A2,3.150601569,3.623264564,2.344797049,1.545235894,0.122289215,0.999951041,7.70E-05
Heart,SLC6A20,3.396984351,0.571265222,2.03668459,0.280487821,NA,NA,NA
SmIntestine,SLC6A20,17.42537106,0.033399622,1.320019129,0.025302377,0.979813778,0.999951041,7.10E-07
KidneyMedulla,SLC6A20,16.78188694,0.253321691,1.363396877,0.185801871,0.852600137,0.990334742,0.001068507
Spleen,SLC6A20,7.538448646,0.413455127,1.18954423,0.347574404,0.728159832,0.942038111,0.010721523
Skin,SLC6A20,9.054249287,0.938757923,1.158819291,0.810098632,0.41788349,0.857145253,0.06284569
WAT,SLC6A20,15.75111036,1.254472144,1.190762438,1.053503288,0.292110388,0.818389858,0.109188956
KidneyCortex,SLC6A20,11.27794517,1.62700077,1.267785419,1.283340812,0.1993727,0.718866989,0.233232934
LgIntestine,SLC6A20,8.485325845,1.190703198,1.290851092,0.92241716,0.356311022,0.672649349,0.205052514
Liver,SLC6A20,11.71406913,-1.550366519,1.249757995,-1.240533387,0.214778173,0.672618852,0.267021121
Muscle,SLC6A20,48.98648385,3.752295405,1.56395366,2.399236947,0.01642928,0.132449173,3.294330565
Lung,SLC6A20,16.24871047,3.639039204,1.123481926,3.239072317,0.001199192,0.098949046,3.655736531
Heart,SLC6A3,1.683437214,1.340888114,2.957573786,0.453374357,NA,NA,NA
KidneyCortex,SLC6A3,0.083965237,0.016160477,3.05958341,0.005281921,0.995785657,NA,NA
LgIntestine,SLC6A3,0.086936787,-0.447611296,3.052322812,-0.146646119,0.883411349,NA,NA
WAT,SLC6A3,0.255522921,0.822512171,3.0335871,0.271135176,0.786287068,NA,NA
Lung,SLC6A3,0.268491675,-0.995069346,3.031389189,-0.328255227,0.742718694,NA,NA
Spleen,SLC6A3,0.956184297,0.818355463,2.206678257,0.370854002,0.710746277,NA,NA
Skin,SLC6A3,2.29070127,0.820410519,1.843335748,0.445068415,0.656270314,NA,NA
Liver,SLC6A3,0.864605894,1.344154323,2.266122685,0.593151612,0.553079692,NA,NA
KidneyMedulla,SLC6A3,0.732049061,-2.168598418,2.302667646,-0.941776561,0.346307048,NA,NA
Muscle,SLC6A3,1.128341149,3.090989425,2.183784727,1.415427714,0.156943129,NA,NA
SmIntestine,SLC6A3,0.203895672,-0.813018757,3.122337804,-0.260387827,0.794564632,0.999951041,1.73E-05
Muscle,SLC6A4,8.378877417,0.143868234,1.446365698,0.099468781,0.920766074,NA,NA
Heart,SLC6A4,2.777581336,-0.474731154,2.16410039,-0.219366512,0.826364554,NA,NA
Skin,SLC6A4,5.909189837,-0.770649131,1.213203379,-0.635218418,0.525285973,NA,NA
LgIntestine,SLC6A4,0.994943396,1.161992842,1.545691187,0.751762611,0.452193831,NA,NA
Lung,SLC6A4,6.893802459,-1.090807229,1.360492012,-0.801774078,0.422683656,NA,NA
KidneyCortex,SLC6A4,1.536532068,1.29436584,1.342442004,0.96418753,0.334951915,NA,NA
Spleen,SLC6A4,3.565742388,1.639529737,1.472173494,1.113679702,0.26541662,NA,NA
Liver,SLC6A4,0.99885606,2.01822525,1.586837003,1.271854164,0.20342494,NA,NA
KidneyMedulla,SLC6A4,0.935481736,-2.875366225,1.95536618,-1.470500132,0.14142635,NA,NA
SmIntestine,SLC6A4,4.230762824,0.37906503,1.506668426,0.25159154,0.801356798,0.999951041,8.06E-06
WAT,SLC6A4,7.857881014,2.099981198,1.232670714,1.703602734,0.08845533,0.712332363,0.30936361
Liver,SLC6A6,4.41876401,0.957160482,1.448684578,0.660710065,0.508798268,NA,NA
SmIntestine,SLC6A6,21.82463883,1.494123834,1.336974559,1.117540962,0.263763096,0.999951041,3.18E-05
KidneyMedulla,SLC6A6,23.14967413,0.068828011,1.265936815,0.054369231,0.956640993,0.996949582,9.13E-05
Lung,SLC6A6,18.99416284,-0.424367196,1.001891892,-0.423565855,0.671882461,0.99193722,0.001491996
Skin,SLC6A6,27.58682347,0.135452947,1.087479306,0.124556805,0.900874427,0.988657435,0.000671056
KidneyCortex,SLC6A6,24.91649285,0.123660596,0.94569021,0.130762267,0.895963373,0.983270753,0.000906046
WAT,SLC6A6,59.80011753,1.766786289,0.995655768,1.774495106,0.075981291,0.693004437,0.281385424
LgIntestine,SLC6A6,12.73090724,0.938159036,1.04718637,0.895885453,0.370313944,0.686529458,0.153239669
Muscle,SLC6A6,54.67056435,1.424924047,1.141223709,1.248593099,0.211813938,0.516064763,0.409374684
Heart,SLC6A6,11.3543994,1.843968765,1.314387417,1.402911151,0.160643335,0.491799304,0.568333467
Spleen,SLC6A6,19.38763075,-2.549992756,1.027940174,-2.480682067,0.013113128,0.377179625,1.079798961
SmIntestine,SLC6A8,48.82286846,-0.092267183,1.130416781,-0.08162227,0.934947092,0.999951041,1.96E-06
Lung,SLC6A8,20.77090774,0.604094398,1.198266224,0.504140387,0.614162728,0.987770624,0.003228216
Spleen,SLC6A8,17.50215044,-0.439899459,1.324813331,-0.332046371,0.739854245,0.944092164,0.010991155
Liver,SLC6A8,13.45832019,0.589912078,0.922244605,0.639648175,0.522401356,0.902836497,0.026186724
Skin,SLC6A8,31.62154307,1.156916848,1.254116183,0.92249575,0.356270046,0.824985827,0.096664466
LgIntestine,SLC6A8,10.91105772,0.673292014,1.238225022,0.543755781,0.586609542,0.820747514,0.057762007
WAT,SLC6A8,40.80503091,1.027107863,0.87676676,1.171472175,0.241409036,0.802232047,0.098294215
KidneyMedulla,SLC6A8,69.90835705,1.734840234,1.354718408,1.280591024,0.200337354,0.784943031,0.182439029
Heart,SLC6A8,7.779746481,-1.322741951,1.500567357,-0.881494553,0.378050201,0.713987537,0.19352954
Muscle,SLC6A8,59.18039593,-1.331111631,1.31390398,-1.013096582,0.311014031,0.624003586,0.272628853
KidneyCortex,SLC6A8,36.05654657,-2.857231241,0.867822928,-3.292412712,0.000993317,0.145702684,2.390166644
LgIntestine,SLC6A9,2.515475523,-0.182863916,1.398997741,-0.130710658,0.896004201,NA,NA
KidneyCortex,SLC6A9,5.960651011,0.171604714,1.265146332,0.13564021,0.892105716,NA,NA
Lung,SLC6A9,9.10021497,0.384754631,1.507045755,0.255303881,0.798488402,NA,NA
Liver,SLC6A9,3.277691439,0.619074041,1.531802962,0.404147306,0.6861044,NA,NA
Heart,SLC6A9,2.282850397,1.572696046,2.006345746,0.783860932,0.433121716,NA,NA
Muscle,SLC6A9,7.785983684,2.312018436,1.458427799,1.585281382,0.112902417,NA,NA
SmIntestine,SLC6A9,4.524705094,4.532057517,1.886305735,2.402610262,0.016278526,0.999951041,9.64E-05
Skin,SLC6A9,10.83864511,-1.210434467,1.298372968,-0.932270232,0.351196888,0.820902041,0.103744722
WAT,SLC6A9,9.990740522,1.555135688,1.243812716,1.250297306,0.211190962,0.790284037,0.158960979
Spleen,SLC6A9,5.479003059,1.22470356,1.136765371,1.077358258,0.281320245,0.788141021,0.126629533
KidneyMedulla,SLC6A9,11.88366321,-3.397330062,1.562133823,-2.174800911,0.029645039,0.43122617,1.241027314
SmIntestine,SLC7A1,25.66447782,-0.197859573,1.360166274,-0.145467195,0.884342015,0.999951041,4.21E-06
KidneyCortex,SLC7A1,16.6030948,0.001368985,0.919712553,0.001488492,0.998812356,0.999648377,2.09E-07
LgIntestine,SLC7A1,11.61521953,-0.093572894,1.109425707,-0.084343542,0.932783294,0.978261318,0.000893164
Liver,SLC7A1,16.408507,-0.38184786,1.295507056,-0.294747804,0.768186542,0.963352036,0.006191656
KidneyMedulla,SLC7A1,15.04237793,0.701559186,1.186893499,0.591088574,0.554461075,0.940847776,0.018577734
Lung,SLC7A1,34.16564643,1.512754343,1.353121972,1.117973379,0.263578363,0.89949261,0.069590331
Spleen,SLC7A1,23.18909535,0.947429576,1.109045586,0.854274692,0.392952806,0.836985624,0.073219254
Skin,SLC7A1,37.94192433,1.102843735,1.100542847,1.002090684,0.316299797,0.800870588,0.106355664
WAT,SLC7A1,23.66014293,-1.344687271,0.931939903,-1.442890542,0.149051308,0.759054957,0.160995076
Muscle,SLC7A1,59.01184446,1.484574922,1.271332479,1.167731452,0.242915106,0.553206281,0.38170336
Heart,SLC7A1,17.60811065,2.967379738,1.327103536,2.23598209,0.025352944,0.177289518,2.229442665
KidneyCortex,SLC7A11,3.113671452,0.371892131,1.455109445,0.255576742,0.798277679,NA,NA
Spleen,SLC7A11,2.457462192,0.359801413,1.240733395,0.289990915,0.771823188,NA,NA
WAT,SLC7A11,2.770280014,0.545775568,1.291988554,0.422430653,0.672710708,NA,NA
Heart,SLC7A11,1.696480997,-1.586087634,2.280673409,-0.695447067,0.486775173,NA,NA
Lung,SLC7A11,4.21039769,1.04144292,1.335747708,0.779670378,0.435584919,NA,NA
LgIntestine,SLC7A11,0.500098816,-1.69888492,2.003622529,-0.847906677,0.396489946,NA,NA
Skin,SLC7A11,4.653687889,-1.069491552,1.209046708,-0.884574223,0.376386314,NA,NA
Liver,SLC7A11,2.902940397,1.252323097,1.261673161,0.992589155,0.320910212,NA,NA
Muscle,SLC7A11,4.711272724,3.402012882,1.722469236,1.975079038,0.048259179,NA,NA
KidneyMedulla,SLC7A11,2.510845047,-3.744343127,1.578598873,-2.371940834,0.017694924,NA,NA
SmIntestine,SLC7A11,5.474459144,3.131059406,1.492610787,2.097706538,0.035931077,0.999951041,6.66E-05
Heart,SLC7A2,13.89082682,-3.351240078,1.488055011,-2.252094213,NA,NA,NA
LgIntestine,SLC7A2,64.29499194,3.717859103,1.647445807,2.256741367,NA,NA,NA
Lung,SLC7A2,98.3744615,3.540956472,1.514136671,2.338597657,NA,NA,NA
SmIntestine,SLC7A2,102.1093028,0.127753508,1.784715439,0.071582004,NA,NA,NA
Muscle,SLC7A2,182.2000176,3.442437039,1.587590506,2.168340657,NA,NA,NA
KidneyMedulla,SLC7A2,6.759001659,-1.253730542,1.447271602,-0.866271777,0.38634114,NA,NA
Skin,SLC7A2,6.991288032,-2.355201639,1.064707101,-2.212065306,0.026962153,NA,NA
WAT,SLC7A2,12.34906031,-0.097354831,1.264869531,-0.076968279,0.93864878,0.98682562,0.000560723
Liver,SLC7A2,60.22452901,-0.308306206,1.767775781,-0.174403456,0.861548398,0.974649711,0.003438059
KidneyCortex,SLC7A2,12.06858814,0.407153034,1.114432969,0.365345468,0.714853542,0.947407659,0.009553076
Spleen,SLC7A2,20.15900419,2.175056356,1.186613344,1.832995024,0.066803311,0.610342806,0.466389004
KidneyCortex,SLC7A4,3.414959832,1.84485499,1.714631327,1.075948492,NA,NA,NA
Spleen,SLC7A4,0.231775442,0.502426502,3.226808603,0.155703843,0.876266467,NA,NA
Skin,SLC7A4,0.700086754,-0.479993728,2.151723152,-0.22307411,0.823477828,NA,NA
WAT,SLC7A4,0.776639135,0.791056362,2.47613878,0.319471739,0.749368818,NA,NA
Lung,SLC7A4,0.263550095,0.938957508,2.706510544,0.346925494,0.728647293,NA,NA
KidneyMedulla,SLC7A4,0.222795525,1.336439719,3.046899158,0.438622892,0.660934807,NA,NA
LgIntestine,SLC7A4,0.626570675,-0.899999136,1.755785315,-0.51259065,0.608237695,NA,NA
Liver,SLC7A4,0.260420726,2.069941371,3.090012661,0.669881194,0.502933529,NA,NA
Heart,SLC7A4,0.085099036,-2.577220472,3.041789457,-0.847271157,0.396844,NA,NA
Muscle,SLC7A4,1.808279565,-2.056432723,1.561121555,-1.317279052,0.187745104,NA,NA
SmIntestine,SLC7A4,0.858191273,0.634306774,2.002656579,0.316732674,0.751446454,0.999951041,1.35E-05
KidneyCortex,SLC7A5,7.265109125,-0.061725896,1.186555546,-0.052021076,0.9585119,NA,NA
Liver,SLC7A5,3.764944273,-0.922350682,1.301520341,-0.708671738,0.478528207,NA,NA
LgIntestine,SLC7A5,3.296186043,0.987853542,1.226811609,0.805220244,0.420692597,NA,NA
SmIntestine,SLC7A5,12.25082133,-0.102334633,1.422861622,-0.071921704,0.942664217,0.999951041,2.18E-06
WAT,SLC7A5,13.92275436,0.40908834,1.083148187,0.377684554,0.705664943,0.933667915,0.012193927
KidneyMedulla,SLC7A5,16.7657674,0.859747928,1.259093366,0.682830957,0.494713666,0.92452134,0.02930284
Spleen,SLC7A5,8.750809464,1.034056042,1.281402348,0.806972177,0.419682513,0.848069118,0.074006099
Lung,SLC7A5,11.08734868,2.155258109,1.228672769,1.754135165,0.079407349,0.665551973,0.381088481
Heart,SLC7A5,10.59759636,1.588922421,1.539775635,1.031918147,0.302110464,0.651173752,0.296021194
Skin,SLC7A5,16.35651625,1.703176997,1.027921242,1.656913903,0.097536883,0.543216835,0.451387515
Muscle,SLC7A5,19.61984222,2.994561776,1.173935853,2.550873429,0.010745334,0.103416241,2.950874868
Heart,SLC7A6,4.076356332,1.585602269,1.743932925,0.909210581,NA,NA,NA
Skin,SLC7A6,7.49391169,0.029865381,1.142343976,0.026143947,0.979142524,NA,NA
KidneyCortex,SLC7A6,6.620169234,-0.214198367,0.993259669,-0.215651933,0.829259072,NA,NA
LgIntestine,SLC7A6,2.154788231,-0.818430509,1.406258354,-0.581991571,0.560572358,NA,NA
Lung,SLC7A6,4.77357749,-1.419672902,1.185789506,-1.197238544,0.23121359,NA,NA
Liver,SLC7A6,2.112240931,1.768783763,1.370076461,1.291010987,0.196699868,NA,NA
SmIntestine,SLC7A6,6.34840028,-0.853526936,1.242504427,-0.686940761,0.49212006,0.999951041,1.81E-05
KidneyMedulla,SLC7A6,11.55125872,1.454239521,1.518196763,0.95787289,0.338126858,0.863506622,0.092684978
WAT,SLC7A6,14.32083243,1.235015485,1.008567024,1.224524951,0.22075426,0.795249438,0.122879877
Spleen,SLC7A6,9.908381159,2.298841433,1.261902995,1.821725951,0.068496578,0.611923835,0.490348925
Muscle,SLC7A6,19.66432173,1.851140321,1.341645895,1.379753277,0.167662623,0.462049568,0.62070851
LgIntestine,SLC7A6OS,0.283513046,-0.103279535,2.129142619,-0.04850757,0.961311731,NA,NA
Muscle,SLC7A6OS,0.799160386,-0.120636741,1.765441606,-0.068332331,0.945521087,NA,NA
Lung,SLC7A6OS,2.255385737,0.151885935,1.247124629,0.121788899,0.903066206,NA,NA
Spleen,SLC7A6OS,4.293379689,-0.268780544,1.632048772,-0.164689039,0.869188745,NA,NA
KidneyMedulla,SLC7A6OS,1.122733088,0.437406651,1.632427377,0.267948613,0.788738874,NA,NA
Liver,SLC7A6OS,0.866147777,0.617627695,1.408648164,0.438454194,0.661057069,NA,NA
Skin,SLC7A6OS,0.910663645,-0.967843563,1.731835031,-0.558854363,0.576261118,NA,NA
Heart,SLC7A6OS,0.381620823,-2.04336076,3.001563691,-0.680765418,0.496019935,NA,NA
WAT,SLC7A6OS,3.363866671,0.85749324,1.180191024,0.726571565,0.467488453,NA,NA
KidneyCortex,SLC7A6OS,3.832842914,-3.112279768,1.420570612,-2.190865939,0.028461495,NA,NA
SmIntestine,SLC7A6OS,0.844638905,-0.196914523,1.828535249,-0.10768976,0.914241792,0.999951041,4.19E-06
Liver,SLC7A7,5.508101179,0.291809834,1.507586573,0.193560914,NA,NA,NA
LgIntestine,SLC7A7,5.690537153,1.603674771,1.115054742,1.438202727,0.150376542,NA,NA
SmIntestine,SLC7A7,16.10241405,0.92115164,1.268879536,0.725956731,0.467865297,0.999951041,1.96E-05
Skin,SLC7A7,13.74508506,0.081749455,1.219781713,0.067019741,0.946565987,0.992248352,0.000276282
Lung,SLC7A7,12.33638329,1.074566199,1.241741311,0.865370419,0.386835511,0.960541764,0.018787444
Spleen,SLC7A7,12.3773142,-0.464333012,1.140014963,-0.407304314,0.683784495,0.934808554,0.013594427
KidneyCortex,SLC7A7,13.11021828,-0.809824571,1.157155513,-0.699840741,0.484026769,0.874776622,0.047053101
KidneyMedulla,SLC7A7,23.69897238,1.262284714,1.257081561,1.004139073,0.315311584,0.848561794,0.090021761
WAT,SLC7A7,20.0935033,1.714880513,1.069725605,1.603103174,0.108911877,0.739617438,0.224637099
Muscle,SLC7A7,29.18353333,0.950117887,1.097591434,0.865638942,0.386688193,0.686179842,0.155403224
Heart,SLC7A7,6.995192349,1.834889496,1.484263057,1.236229311,0.216373339,0.558190946,0.464625603
Heart,SLC7A8,6.226400098,-0.194946297,1.706765395,-0.114219738,NA,NA,NA
Skin,SLC7A8,18.18613015,1.329633741,1.187115478,1.120054254,NA,NA,NA
Liver,SLC7A8,1.698736455,-1.363791741,1.554134571,-0.877524872,0.380201615,NA,NA
SmIntestine,SLC7A8,16.99171706,-0.813818377,1.564770717,-0.520087939,0.603002284,0.999951041,1.73E-05
Spleen,SLC7A8,14.33935033,-0.04677382,1.271334917,-0.036791108,0.970651564,0.994479834,0.000112445
Muscle,SLC7A8,32.12756123,0.347410843,1.465313905,0.237089706,0.812587198,0.933258334,0.010421673
Lung,SLC7A8,11.25329952,1.64192257,1.340712753,1.224663945,0.220701864,0.889329402,0.083635184
WAT,SLC7A8,11.7302301,1.718760962,1.2120618,1.4180473,0.156176956,0.762382554,0.202516534
KidneyCortex,SLC7A8,15.68786891,-2.450043616,1.209398005,-2.025837322,0.042781458,0.471067678,0.800960158
KidneyMedulla,SLC7A8,48.0449254,2.86053849,1.281954351,2.231388729,0.025655391,0.408087307,1.113455777
LgIntestine,SLC7A8,9.23259131,3.647380097,1.292488013,2.821983694,0.00477276,0.078820191,4.024382493
Skin,SLC7A9,4.316742479,-0.319431185,1.744057745,-0.183154019,NA,NA,NA
Spleen,SLC7A9,2.552480531,-0.025098457,1.771578558,-0.014167284,0.988696521,NA,NA
KidneyMedulla,SLC7A9,5.007147173,0.374154519,1.842153736,0.203107109,0.839051316,NA,NA
Heart,SLC7A9,1.134713101,0.618118385,2.486717957,0.24856795,0.803695003,NA,NA
Muscle,SLC7A9,10.41215286,1.694950317,1.595238328,1.062506014,0.288006029,NA,NA
Liver,SLC7A9,1.784200386,3.49427069,2.381079627,1.467515261,0.142235941,NA,NA
LgIntestine,SLC7A9,1.591787066,2.746911869,1.669348801,1.645499052,0.099866938,NA,NA
KidneyCortex,SLC7A9,5.840501537,-2.672232512,1.434990109,-1.862195771,0.0625755,NA,NA
Lung,SLC7A9,1.508033189,3.357321946,1.732505949,1.937841511,0.052642562,NA,NA
SmIntestine,SLC7A9,6.913662349,1.645158713,1.709827305,0.962178291,0.335960052,0.999951041,3.50E-05
WAT,SLC7A9,7.583697731,3.467687744,1.63904505,2.115675677,0.034372401,0.630640875,0.694293102
Lung,SLC8A1,68.263872,-3.389118484,1.284671181,-2.63812136,NA,NA,NA
KidneyMedulla,SLC8A1,77.92116105,-3.304222159,1.426101684,-2.316961123,NA,NA,NA
SmIntestine,SLC8A1,102.87992,0.495149025,1.646401164,0.30074628,NA,NA,NA
WAT,SLC8A1,126.0662652,4.315069562,1.243677999,3.469603519,NA,NA,NA
KidneyCortex,SLC8A1,44.20556466,-1.367688087,1.067086476,-1.28170314,0.199946803,0.718866989,0.196060083
Muscle,SLC8A1,14.29517618,0.893068819,1.120595249,0.796959312,0.425474662,0.715334098,0.129933541
Spleen,SLC8A1,23.83709752,1.590224137,0.985646275,1.613382182,0.106661502,0.675368942,0.271067881
LgIntestine,SLC8A1,13.37501581,-1.079512527,1.128482602,-0.956605379,0.338766473,0.662035253,0.193361079
Skin,SLC8A1,65.82490215,-2.822328541,1.098608434,-2.569003162,0.010199153,0.202797349,1.955697925
Heart,SLC8A1,30.85675656,-3.621797567,1.386154396,-2.612838496,0.008979372,0.100581299,3.612680634
Liver,SLC8A1,22.80417971,4.680213829,1.266801081,3.694513605,0.000220308,0.028984284,7.19740796
Muscle,SLC8A2,0.299291404,-0.110112149,2.671196295,-0.041222036,0.967118887,NA,NA
LgIntestine,SLC8A2,0.085377483,-0.278657886,3.052844485,-0.091278114,0.927271608,NA,NA
Liver,SLC8A2,0.367263021,0.415108472,2.325482626,0.178504224,0.858327004,NA,NA
WAT,SLC8A2,1.400825271,1.270707565,1.874259425,0.677978485,0.497785335,NA,NA
Lung,SLC8A2,1.592800894,-1.569308367,2.011664651,-0.780104361,0.43532945,NA,NA
Spleen,SLC8A2,0.048984545,2.707745672,3.283300763,0.824702294,0.409540629,NA,NA
KidneyMedulla,SLC8A2,0.840332938,-2.231683981,2.283003681,-0.977520974,0.3283113,NA,NA
KidneyCortex,SLC8A2,1.819240431,-1.821015427,1.481643685,-1.229050847,0.219052742,NA,NA
Heart,SLC8A2,0.852015102,-4.565011822,2.752608519,-1.65843119,0.097230466,NA,NA
Skin,SLC8A2,1.691425355,-4.775508949,1.857573854,-2.57083127,0.010145474,NA,NA
SmIntestine,SLC8A2,0.88533738,-0.198574404,2.1550428,-0.092144065,0.926583578,0.999951041,4.22E-06
SmIntestine,SLC8A3,13.24382494,-5.529991927,2.194576278,-2.519844939,NA,NA,NA
WAT,SLC8A3,2.214521032,-0.57685685,1.664726932,-0.346517401,0.728953909,NA,NA
LgIntestine,SLC8A3,0.497379966,-1.182700204,2.055416919,-0.575406475,0.565016426,NA,NA
Lung,SLC8A3,2.286708173,-1.468876093,1.696783393,-0.865682738,0.386664169,NA,NA
Spleen,SLC8A3,0.995270965,2.139638613,1.802511128,1.187032124,0.235214949,NA,NA
Skin,SLC8A3,2.335856738,-2.962620993,1.539883318,-1.923925637,0.054363905,NA,NA
Liver,SLC8A3,3.026861929,4.947237111,2.118109063,2.335685729,0.019507627,NA,NA
KidneyCortex,SLC8A3,13.56130338,-0.093968363,1.540602188,-0.060994567,0.951363536,0.993275831,0.00027534
KidneyMedulla,SLC8A3,12.44458547,4.545175336,2.048766894,2.218493158,0.026521226,0.411327962,1.753582123
Muscle,SLC8A3,11.81120625,-3.583785044,1.561989423,-2.294372159,0.021769131,0.155664197,2.89502193
Heart,SLC8A3,8.447052436,-4.294816904,1.843059678,-2.330264697,0.019792165,0.15281175,3.503897383
Heart,SLC8B1,6.124411607,1.921314288,1.817503628,1.057117168,NA,NA,NA
Muscle,SLC8B1,22.04898867,3.238660408,1.427755544,2.268357788,NA,NA,NA
LgIntestine,SLC8B1,3.158662726,0.374247621,1.374562126,0.272266792,0.785416888,NA,NA
KidneyCortex,SLC8B1,6.519674372,0.61093317,1.032439749,0.591737359,0.554026476,NA,NA
Liver,SLC8B1,4.830681411,0.911349487,1.373232517,0.663652714,0.50691261,NA,NA
SmIntestine,SLC8B1,11.51470087,3.051310708,1.438269757,2.121514892,0.033878496,0.999951041,6.49E-05
KidneyMedulla,SLC8B1,21.53215233,0.257054975,1.389699481,0.184971628,0.853251289,0.990334742,0.001084254
WAT,SLC8B1,11.22792029,0.227995588,1.03851271,0.219540489,0.826229043,0.960060259,0.004035866
Skin,SLC8B1,25.71010168,-0.697353378,1.154827612,-0.603859287,0.545937199,0.896556579,0.0330701
Lung,SLC8B1,9.401019951,-1.803186451,1.131436724,-1.593713915,0.111000126,0.737739135,0.238195842
Spleen,SLC8B1,16.70096071,2.623123643,1.343017305,1.953156995,0.050800995,0.569854641,0.640660992
Liver,SLC9A1,5.143600495,-0.328170204,1.426547508,-0.230045058,0.818056758,NA,NA
Lung,SLC9A1,5.625419563,-0.859979574,1.282345314,-0.670630262,0.502456099,NA,NA
LgIntestine,SLC9A1,3.123852363,-0.981601883,1.195931927,-0.820784078,0.41176927,NA,NA
Heart,SLC9A1,4.550393329,-1.544230625,1.67352361,-0.922742061,0.356141641,NA,NA
SmIntestine,SLC9A1,10.97740239,1.180135755,1.47180448,0.801829163,0.422651786,0.999951041,2.51E-05
KidneyCortex,SLC9A1,17.60075584,0.183309805,0.961334057,0.190682732,0.848774168,0.976624835,0.001883002
Skin,SLC9A1,15.34317222,-0.331038408,1.055336081,-0.313680555,0.753763671,0.955913649,0.006482175
Muscle,SLC9A1,12.91397374,0.426457425,1.131511204,0.376891916,0.70625393,0.884264364,0.02278045
KidneyMedulla,SLC9A1,8.891856688,-1.105081251,1.233177532,-0.896125028,0.370185991,0.872871557,0.06525467
WAT,SLC9A1,10.77212247,0.961581258,1.08306966,0.887829558,0.374632441,0.845143369,0.070262369
Spleen,SLC9A1,12.03783297,1.837648433,1.081111542,1.699776906,0.089172897,0.64724471,0.347189657
